Author,Reviews,Location,Ratings,Review Title,Review Text,Date of Experience
Jennifer,1,AU,5,Reliable and quick service.,Reliable and quick service.Thank you.,2023-05-11
Adrian,1,AU,5,Very easy to use,No review text,2023-05-12
Vivien Huis,5,NZ,5,Fast,"Fast, excellent communication with the customer service team.",2022-11-09
Kazi,1,AU,5,Easy to use,"Easy to use, quick to send,affordable.",2023-04-30
Anthony,1,AU,5,money sent &  received promptly.,No review text,2023-05-11
Julmira,1,AU,5,Easy to send the money,No review text,2023-05-14
Andrew,1,AU,4,Quick and easy to add new recipients &…,Quick and easy to add new recipients & conduct international money transfers,2023-05-03
Toti Yutuc,2,AU,5,Very dependable,"Very dependable, you can assure that remittances are received in just minutes.",2023-05-10
Sarfaraz,1,AU,5,Reliable and Fast,No review text,2023-05-14
Tamal Shahriar,1,AU,5,Its fast and secure,Its fast and secure. Money was safely received by family member on time.,2023-04-16
Ana,1,AU,5,Excellent service and exchange rate…,Excellent service and exchange rate compared to others,2023-05-15
LusterL,3,AU,5,Easy and convenient way to send/receive…,Easy and convenient way to send/receive money,2023-05-14
Kirk Jones,2,AU,5,MoneyGram is my #1 international…,"MoneyGram is my #1 international transfer system, it is secure and safe. Most importantly it transfers anywhere it is available in the world instantly at a reasonable prize.",2023-05-06
Vishal,1,AU,5,No one can match with MoneyGram just…,No one can match with MoneyGram just try once.,2023-05-15
Leigh,2,AU,5,I support 10 families in Indonesia,"I support 10 families in Indonesia.  Life is hard there now, limited tourism and thus work. Your service enables them to buy food, pay school fees, house rent, moto bike registration, roof fixing and buying a birthday cake for a child. Thank you.",2023-05-15
Daisy,1,AU,5,"Easy,fast,affordable and convenient..",No review text,2023-05-13
customer,4,AU,5,Reliable and trustworthy,Easy to make transfer on line and faster. Good communication.,2023-04-11
Russell,3,AU,4,The APP is easy to use and doesn’t take…,The APP is easy to use and doesn’t take long to transfer money and MoneyGram has never let me down,2023-05-10
Mandeep,2,AU,5,Good service,No review text,2023-05-05
Lucky,1,AU,5,Best rate.🤙,Easy and always a best reate🤙,2023-05-15
Paddy,2,AU,5,Very easy,"Very easy, convenient and a quick service",2023-05-15
John,1,AU,5,MoneyGram is easy to use and fast when receiving,MoneyGram is easy to use and fast when doing the transaction and the best thing above all is the  fee is very low compared to other money transfer apps so recommend using money Gram than any others.,2023-04-12
Lafaele,1,AU,5,Excellent service no need to go…,Excellent service no need to go anywhere to transfer your money to your love ones just your device and the app of MoneyGram and ready to go also you can transfer anytime any where it’s 24/7 and much much cheaper than money transfer branch that’s why I love MoneyGram 👍🏼👍🏼👍🏼❤️❤️❤️❤️❤️,2023-05-15
Ramos,1,AU,5,MoneyGram is very helpful and easy way…,MoneyGram is very helpful and easy way to send money around the world.My request is can you up a little bit the rate 😊.,2023-05-15
Meleseke,1,AU,5,Easy way to send money and VERY FAST,So happy to your service very fast no problems when I send my money thank you very much for your company best regards Meleseke,2023-05-15
Steven,1,AU,4,Online transfers are easy,"Online transfers are easy, and transfer costs seem reasonable",2023-04-11
Shahanama,1,AU,5,It’s a the best service in the world.,No review text,2023-04-29
Nic,1,AU,4,The best and easiest way to send money around the world,I can send money as quick as possible to sort out many issues from a far as family live away. I’ve never found any buffering.,2023-05-15
Gul,1,AU,5,Wonderful service,No review text,2023-05-15
Tuvao,1,AU,5,Maintain the good services,Good services and fast transaction for us using the APP to send money for family if they needed..,2023-05-15
Anthony,1,AU,5,Very fast transfer and easy to send.,No review text,2023-04-29
Anitelea,2,AU,4,Great job and good work,No review text,2023-05-09
Farisha,1,AU,5,What i like with moneygram is the fees…,What i like with moneygram is the fees is very convenient and just in seconds the other side they can get the money,2023-05-15
Ekamveer,1,AU,4,Fast service,No review text,2023-05-08
Taniela,1,AU,5,I love moneygram it’s very good and…,I love moneygram it’s very good and perfect,2023-05-15
Paul,2,AU,5,Easy transfer of money,Easy transfer of money. Great app.,2023-05-04
Jill,2,US,4,"Almost always quick,easy,successful!",No review text,2023-05-11
Umme,1,AU,5,It's made my life easy .,No review text,2023-04-18
Sadiq,1,AU,5,Great service,Great service.  Very safe and efficient,2023-04-30
Sosefo,2,AU,5,I like money gram,"I like money gram. Easy , receiver got the money within 1 minute. And the fee is very helpful and cheap",2023-05-15
Marika,1,AU,5,Thank you Moneygram for making it…,Thank you Moneygram for making it easier for me to send money online for my family in Tonga.,2023-05-15
Faith,1,AU,5,Quick and efficient service as well as…,Quick and efficient service as well as the cheap transfer free and discounts available. Highly recommended.,2023-04-24
Ezechiel,1,AU,4,Good service,"Good service, delivery on time , affordable  transfer fees, good exchange rate. The only thing to improve, time to get refund when service is canceled.",2023-05-15
Mohammed,1,AU,5,Money reached on time,The money is reached on time n safely  to the love ones.,2023-05-06
Manuia,1,AU,5,Great prompt action from customer,Great prompt action from customer services when I called to query a transaction. Easy pick up locations internationally for my family members.,2023-04-30
Arieta,1,AU,4,Right now I cannot send money thru your…,Right now I cannot send money thru your money gram because it’s close for me due to over sending money.,2023-05-15
Fatoumata,2,AU,5,Easy to spend,No review text,2023-05-13
Basit Shinwari,4,AU,2,MoneyGram is going downhill!,"MoneyGram was fine at first, but then the app started playing up, would not finalise the transfer.I tried everything, I even lodged a complaint, but nobody bothered to respond. I have switched to a new provider!",2023-05-11
Animul S,1,AU,5,Fast and very reliable.,No review text,2023-05-04
Kalino,1,AU,5,Very clear info and understanding,No review text,2023-05-15
Sasiskanth,1,AU,5,MoneyGram review,Good prices and fast service,2023-05-15
Etevise,1,AU,5,Highly Recommend,fast and easy way to send money back home highly recommend you can send it anywhere and anytime thank you Moneygram,2023-05-15
Tevita,1,AU,5,Easy fast and more effective,No review text,2023-05-15
liciel gutual,6,AU,5,You will not find better rates for cash…,You will not find better rates for cash pick up,2023-05-13
Gloria,2,AU,5,Money Gram is the best,No review text,2023-05-15
Ali villy,2,GB,1,Worse money transfer,"I transferred money with them and my cousin wasn’t well, so I had to transfer it to someone els, when I asked to cancel it the says they’ll refund the transferred amount and no the transfer fees!! I said but you didn’t transfer the money, you charged when you transfer and someone collects it. They says this company policy Honestly, I did transferred with WesternUnion and Reya. And did happened cancel a transfer and no charges.",2023-05-15
Mr Mbengi,7,GB,5,I'm happy with money gram,"I'm happy with money gram, and I want to continue with monet gram",2023-05-14
Mark,1,AU,1,I was a victim of a fraud using…,I was a victim of a fraud using MoneyGram - this would have never happened if your company did not allow money to be transfered immediaely after opening an acccount.You need to put measures in place to protect people like me.......,2023-04-12
Sione,1,AU,5,Very good service and fast to receive money to destination keep up the great work and God Bless,Money Gram the best service very fast to receive and good,2023-05-14
Cairo,1,US,3,I'm very happy with the convenience for…,"I'm very happy with the convenience for the mobile app. However there seems to be some problem with some of the moneygram agents when it comes retrieving funds. My app showed funds was available and ready to be picked up almost immediately. Yet my recipient had trouble finding and agent with enough cash to complete the transaction. We're talking about $75 usd and him visiting more than 3 different locations. There's definitely a problem with vetting process used by moneygram in allowing someone be declared an agent, but at the same not being able to fulfill minimal transaction. And again we're talking multiple locations and $75 usd.",2023-05-08
Mike Scott,2,AU,5,Using the kiosk has always been a good…,Using the kiosk has always been a good and efficient way of sending money but now onto the online app,2023-05-13
Armando Antonio,1,GB,5,Good experience.,No review text,2023-03-01
Alban Bardhi,2,GB,1,I have bad experience in 12 05 2023 I…,I have bad experience in 12 05 2023 I send money to albania and was cancelled i need the money i spend to be done for the reciver to recive the money,2023-05-11
Elvis,2,US,2,…Worst customer service ever,"Sent money and the was an error with the name. I got an agent on to correct and the agent did not do it and the machine timed me out. after i gave her all the information and was shock to know that the error was still not corrected, Atleast we are supposed to have a telephone line to fascilitate situations like this. but no",2023-05-10
Ferdinando,1,GB,5,The best MoneyGram,No review text,2023-01-14
Uiese,1,AU,5,My family never had any difficulties…,My family never had any difficulties receiving money and it's fast and easy,2023-05-13
Leonida,1,US,5,Easy and the exchange currency is very…,"Easy and the exchange currency is very good, quick in a second my family received money instantly. Highly recommended",2023-05-13
Luis,1,AU,5,Very good,"Very good, I appreciate and thankful for always help me in anytime",2022-05-23
Sandy Gassali,5,AU,5,Great way to send money to loved ones…,Great way to send money to loved ones overseas in less than 1 minutes.Couldn’t be easier.,2023-05-01
BIEYI EMIL WAMBA,5,GB,5,"No glich,no nonsense","No glich,no nonsense. Just send me, receive you.",2023-05-01
Customer Gary,4,GB,4,To be able to send funds to relatives…,"To be able to send funds to relatives abroad,at short notice to help them out . Makes MoneyGram very convenient for me.",2023-05-12
Tameka,1,US,5,Always fast & friendly,Always fast & friendly! I definitely will recommend 110%.,2023-05-04
Munir,1,AU,5,They are trustworthy and the services…,They are trustworthy and the services that they provide are amazing. My family received the money on time. I encourage everybody to use moneyGram as I have been using them for a long time.,2023-04-19
Joao Lino Pinto,2,GB,5,I am verry happy with the moneygram.,No review text,2023-05-12
Nadeem Ahmed ,2,AU,5,I am using MoneyGram's services since last four years,I am using MoneyGram's services since last four years on a regular basis. The reason for the above is because of the trust I have developed in MoneyGram's committed services.,2023-04-30
Bruden,1,GB,5,Easy to send,Easy and fast,2023-05-12
Coulibaly,1,US,5,Great,"Great, to send money!",2023-05-12
David,1,US,1,I always have to go through b.s to send…,I always have to go through b.s to send money they let me do it once with no problem now I have to go through all kinds of stuff to send my money I don't prefer moneygram,2023-05-11
ARWA Kisale,4,AU,5,Very easy to handle,No review text,2023-04-19
Jose Castro,2,AU,5,For me Moneygram it's the best,For me Moneygram it's the best I 'm very happy with the service,2023-05-12
Mohammad,4,AU,5,Very reliable rates with excellent…,Very reliable rates with excellent service,2023-04-14
Don Ugwudiobi,5,US,5,Been Using MoneyGram For Over 26 Years Today.,"Listen! MoneyGram never pay me a dime to write this review. This is 100% based on my experience with them over so many years. Therefore, if you want to know the truth and you believe in the truth; then read below--ok:-I've been using MoneyGram for over 26 years now and I will continue to use them for all my money transfers overseas because of the following reasons:1. they're user-friendly2. cheaper than other money transfers out there3. super fast4. there cyber-security encryption is top-notch.5. excellent customer service, just call them for anything 24/7, they are there to resolve any issue(s) that you might have.6. above-all, the more you use their services the more you get bonus points that you can convert and use to pay for a new money-transfer.I will never leave MoneyGram unless if they stop to exist which will never happen because they are very strong, reliable, and trust-worthy.That's it for now and Bravo MoneyGram!Mr. D. UgwudiobiNational Security & Alarm Installers Co. Ltd.718-760-9305",2023-05-07
Stanley,2,US,5,Easy instructions,No review text,2023-04-15
MD Ziaur Rahman,2,AU,5,Good service,No review text,2023-05-04
Jimmy,1,AU,3,Statements are needed..,Statements are needed... For people who use money gram alotPlease add statements or can be an option if you requested,2023-05-12
Andre,1,US,5,Great way to send money,Was great experience with MG to send money,2023-05-12
DENNIS A,2,AU,5,Always quick and efficient.Easy to use…,Always quick and efficient.Easy to use .Rates reasonable,2023-05-09
Jeremy Woods,8,SA,5,Very good service and the cheapest I…,"Very good service and the cheapest I have found, used to use another company and they were horrendously expensive, the only slight annoying part is being asked to verify sometimes, but I guess that's a sign of the times living with scammers as we now do!!",2023-04-30
Bassam El Houli,1,AU,5,I love MoneyGram very good service,No review text,2023-05-12
Stephen Scudder,8,MA,4,I have a few issues with the App but in…,I have a few issues with the App but in general the system works good not great but good,2023-05-11
fatmir hysenlika,15,GB,5,Care and support during transaction is…,Care and support during transaction is reassuring that I don't become a victim of fraud.,2023-04-18
Mirko,1,GB,5,Nice transfer for money,Nice transfer for money 💰,2023-05-11
Reynaldo,1,US,5,Excellent service,No review text,2023-05-12
Mohammedhanif,1,GB,5,Fab service,"Money gram most reliable,fadt ,secure and easy to use service .I have experience now.well done .Peace of mind.",2023-05-11
Dorota  Wilinska,3,GB,5,Amazing thing!!!!,No review text,2023-05-11
Maria Goral,3,GB,5,Everything perfect,"Easy, fast and safe way to transfer money.",2023-05-02
Fatima Junaid,4,US,1,Transition constantly failing.,No review text,2023-05-08
Edwin,1,GB,5,Absolutely so good,No review text,2023-05-09
Iburahim,1,US,5,I started my first job abroad 2 years…,"I started my first job abroad 2 years ago. In the very beginning, I tried many different transmittal agencies to send money back home, but I like Moneygram the best for it's easy to use app, low fees and fast transfers. I've stuck with Moneygram for 1.5 years and so far, no complaints at all  :)",2022-06-01
Zamurd,1,GB,5,Quick and safe service at home,Very good self-service safe and quick,2023-05-11
Robert Symons,9,GB,2,Sender Verification Requirement,The Agent in Aberdeen South Dakota USA told the recipient that payment had been blocked by my bank. I checked my bank account and this was not true. The recipient went again the next day to collect the money and was told that the transaction number was wrong. This was not true. I eventually managed to contact MoneyGram and verified the transaction. The agent should tell the truth not make up stories. He should say 'Sender verification is required -please ask sender to telephone....' and provide a number.,2023-05-05
Mohamed,1,PG,5,Awesome,AwesomeMy daughter has been collecting funds in Belarus for education expenses without a Hazel,2023-05-10
NazihAbusalah,3,GB,5,It’s really trustworthy company,"It’s really trustworthy company , always money arrives on time no delays no troubles.",2023-05-04
Armonio,1,GB,5,I'm really like this moneygram app,I'm really like this moneygram appBecause it's very helpful to I send money for my family,2023-05-11
Mohammad N Khodabux ,3,AU,5,Best money transfer app so far,"Money gram is unique with an app , simply fill up and submit, only cost $2 something per transfer, in some countries it may be slightly more fees but in most cases it’s the best , thank you money gram",2023-05-11
Juvencio,1,AU,5,Thank you so much moneygram,No review text,2023-05-11
Afsana,1,AU,5,Great price,"Great price, very easy process",2023-04-30
David P,3,PH,5,I've used Moneygram regularly (2 -3…,"I've used Moneygram regularly (2 -3 transfers a month) for three years. Over the last year, there have been occasional verification checks but mostly by my own UK bank - understandable as I live in a part of the world where scamming is commonplace. Considering this, I have a good opinion of Moneygram's service and will continue to be their customer for the foreseeable future.",2023-05-11
Ruth Noami,1,GB,5,Great and speedy service...easy ro…,Great and speedy service...easy ro follow instructions,2023-05-06
Ayub,1,AU,5,Easy way to send money to ur family,Any time I want to send money to my family money Gram is easy safe way to send money,2023-05-08
Khushal,1,AU,4,Easy system to send money,Easy system to transfer money,2023-05-11
Jokaf,1,GB,5,Money Graham is fantastic I love money…,Money Graham is fantastic I love money Graham,2023-05-11
customer,9,GB,5,The fastest means the money is received,No review text,2023-05-11
Brianley Selo,2,AU,5,To send money MoneyGram provide good service,MoneyGram provide good service and easy for sending money.,2023-05-11
John,1,AU,4,Good service,They followed up on my transaction to find out what the delay was.,2023-05-10
Roderick James,1,AU,5,I have tried many money transfer…,"I have tried many money transfer companies over the last 3 years and MoneyGram has been far more superior. Ease of use, low fees and always a smooth transaction.",2023-05-05
Rose,1,PH,5,Been always using MoneyGram to send…,"Been always using MoneyGram to send money to the Philippines. So far, everything went well! Money is on time from Gcash - Bank - to cash pickup!! Their Rate from AUD-PHP is always good and higher also the fees are cheaper than others!!! Keep up the good work! Thank you!!!!",2023-05-08
Graeme Smithson,2,AU,5,What made my experience good was the…,What made my experience good was the ease and speed of the transaction.,2023-04-11
Loretta,1,AU,5,I'm recommending MONEYGRAM to my…,"I'm recommending MONEYGRAM to my relatives and friends for it great services, so easy with low fees. So thankful for Moneygram keep it up the amazing services.",2023-05-11
Ollycliff Toisodo,1,AU,5,Yes very important for people who have been using this app it makes life easier to send money faster to my family at home or other countries,Money gram makes life easier for sent Money to my family in my country,2023-05-09
Rosi,1,AU,5,Number money transfer,I highly recommended this company fast and trusted for sending money elsewhere in the world,2022-10-11
Antony R Geitenbeek (smb_is),4,AU,5,Nice and easy,"Nice and easy, Secure and with great Exchange rates, communication and confirmation",2023-05-11
Kanha,1,AU,5,Ii Is easy how it work and my family…,Ii Is easy how it work and my family can receive the money in 1 minute .,2023-05-11
Debra,1,US,5,"Fast, easy & low fee. Love it !","I use MoneyGram to send money to my mom in Indonesia frequently. Love it ! Very easy to use, low fee & fast. Love love love it !",2023-05-11
Jeremias Calabio,1,AU,5,Helping family members,It's excellent money received in minutes,2023-05-09
Ziauddin,1,AU,5,Experience,Fast and quick service. Best in transfer of money. Quickly respond. Experience  teams.Wish you all the best,2023-05-11
Byron Lee,2,AU,5,Like moneygram cause it is easy to…,Like moneygram cause it is easy to follow and the company let's you know where your transfer is situated all the way till it is picked up,2023-05-08
Muhammad Heymaet,1,AU,1,Almost all of the cases,"Almost all of the cases, i am satisfied. But one transaction is still in process which was sent 27th april. I reported two times but ono one respond. I dont know what should i do",2023-05-11
Mary,1,US,5,This is so much easier…,This is so much easier than needing to leave the house and go to Walmart,2023-05-04
Ali,3,AU,1,Send money twice but they rejected it,No review text,2023-05-09
Nan Mon Sabai,1,MM,5,Transfer is so fast,Transfer is so fast. I recommend MoneyGram for our money transfer. Customer service responses are also fast and helpful.,2023-05-03
Meleane,1,AU,5,10 minutes,The time it takes for the receiver to receive the money is wonderful and they do not wait forever. When we need help online the custome's service is very helpful and the staff are kind and courteous.,2023-05-05
Michael,9,AU,5,Quick and easy,So easy to get a transfer and effectively quick within the hour from sending to receiving,2023-04-24
TJ,1,AU,5,Easy to use,Easy to use. Checks setting up the process and during the process make it a safe and secure and fast way of getting money to family and friends overseas,2023-05-10
Aleluia,1,AU,4,Great 👍n very important thanks for…,Great 👍n very important thanks for your service 🐕‍🦺,2023-05-11
Rosalinda,1,US,5,MoneyGram great,I have been sending money through money gram for over 10 years to the Philippines. I have experienced no complications. My mother receives the money with no issues as well. I am happy with MoneyGram’s service. It is very convenient and helpful for my family and I.  Thank you MoneyGram!!,2023-04-25
Danial,1,AU,1,Always hold transactions for a long e,No review text,2023-05-02
ajuaye,3,AU,5,Was very early and faster to use…,Was very early and faster to use MoneyGram,2023-05-11
Claude,3,AU,5,I really prefer moneygram to send money…,I really prefer moneygram to send money in my country due their servicing safe and easy to send money in just a minute and their currency is higher a bit.,2023-05-11
Paul John,5,GB,5,Easy and efficient,No review text,2023-04-30
Endang,1,AU,5,"The best money transfer overseas,only…","The best money transfer overseas,only take a couple of minutes then money comes to my family’s.I wish I know about this ages ago.EXCELLENT,BRILLIANT,SAVE AND FASTER.For urgency matters this is what we need.",2023-04-27
Alpha Pecos Bah,2,AU,5,My family members and friends I send…,My family members and friends I send money to receive it on time. Rate is always good and fees are reasonable.,2023-05-11
Marieta,2,AU,5,very fast and realiable services and…,very fast and realiable services and better rate for sending money to my family back home thank you for your service,2023-05-10
Marie,1,AU,4,Rates are very competitive,The rates are very competitive which is great on top of lower fees than the bank.It would be even better to have the bank transfer option on Mauritius as it is a pain to get someone to pick up the money.Hope it will be for very soon!,2023-04-26
Candace,1,US,5,All Money transfers went smoothly.,No review text,2023-05-07
Alapasita,1,AU,5,I'm just happy that this service has…,I'm just happy that this service has been a great help to me and my family. The notifications I've been get are great. I get to know that the money was sent already are picked up.,2023-04-07
Rachael,1,TT,5,Very Quick,"Very Quick, straightforward and easy to use app and service.",2023-04-28
Margaret,1,AU,5,Easy to send and fast to receive money.,No review text,2023-05-03
Kirandeep,2,AU,5,Quick & easy I transfer money always…,Quick & easy I transfer money always from home. It’s handy,2023-05-09
Ernestine,1,US,5,Its quick and very timely.,Its quick and very timely.I like quick and easy projects. Thank you Money Gram.,2023-05-11
Gabirieli,1,AU,5,Very professional institution,"Very professional institution, easy, fast and genuine delivery. Awesome highly recommended you moneygram to other friends.",2023-05-11
Thanh,1,AU,4,Quick and always good rate,No review text,2023-03-28
John,1,US,5,easy & convenient,No review text,2023-04-11
Federico,8,AR,4,"Compared to others, this is fast and cheap","I have used Wise, Remitly and Worldremit previously. But Moneygram gives me the best rate of exchange and the lowest cost. Money usually arrives within 24 hours or in hours.",2023-05-09
Estrelita,1,US,1,Had difficult time to log in..keep…,Had difficult time to log in..keep saying change your password,2023-05-06
Mahbub,1,BD,5,Excellent service,"It’s easy, safe, quick and most importantly the exchange rate is very good.",2023-05-11
Kimlien,1,US,5,Great,It’s very gọi,2023-04-01
Stephen,1,AU,5,Its fast and reliable and my Family…,Its fast and reliable and my Family have never had issues getting the money out from Moneygram agents so thank you money gram for a great service🙏🏽,2023-05-11
Talita Vea,2,AU,5,MoneyGram is the best 👌 fast and easy…,MoneyGram is the best 👌 fast and easy to me👍,2023-05-11
Safeena,2,AU,1,Very bad experience because my receiver…,"Very bad experience because my receiver received money too late,it’s too delayed and long processing time,please need to be improve send money fast and quick,Other aaps sent money in a minute u need to be improve service,thanks",2023-05-11
Melanie,2,AU,5,Make it easy for me to send money to my…,Make it easy for me to send money to my family and its cheaper reliable in 10 mins the money is ready to pick up.,2023-05-10
Sonny Algabre,2,AU,5,Reliable service every time I’m sending…,Reliable service every time I’m sending money. It’s fast and convenient for me. Keep it up the good works.,2023-05-08
Isron,1,AU,3,Accurate company fast and easy,Ok thanks for me I have experienced very good service and I strongly agree in this company of there dynamic work,2023-05-11
Bakhtiyor,1,AU,5,Thanks for good service,"Easy to use. Good service. Just 2,99 $ and money was sender to another country.",2023-05-08
Huy,1,AU,5,Very fast  service and easy to transfer…,Very fast  service and easy to transfer the money to overseas,2023-05-11
Cindy,1,AU,5,Very fast and easy,Very fast and easy. Strongly recommend this app for sending money anywhere in the world.,2023-05-11
Sosefina,1,AU,5,I want to let you know if people put a…,"I want to let you know if people put a wrong person or wrong name on a money send and later on we just find a right name, can we just change a name and resending instead of waiting for two weeks please.",2023-05-09
Shiva,1,US,5,im happy and trust,No review text,2023-05-11
Sumera,1,AU,5,Very easy to send the money not hassle…,Very easy to send the money not hassle like western union,2023-05-11
Iva.Bigone,3,LA,5,simple,hassle free. transparent. simple. quick. highly recommended,2023-02-11
Martin,1,US,5,I always have a good experience with…,I always have a good experience with money Grann,2023-05-06
Martina,1,AU,1,FRAUD victim through MoneyGram platform,Unfortunately I was scammed by a cyber criminal using MoneyGram. My banc is currently still trying to retrieve those two transactions.,2023-05-03
Misbah,2,AU,4,MG is a great option to send money…,"MG is a great option to send money overseas for a low fee. However, I would like see more local currencies supported such as ILS (when sending to Palestine)",2023-04-30
Rizu,1,AU,5,No more Western Union.,"After 9 years using Western Union, I got use MoneyGram. I haven’t any confidence with shift WU to MG, but after finish my transfer I got confidence. But one thing for I left WU, they have good rate, but customer care level very poor now. They are not showing respect now. It’s not fair, so MoneyGram, you should know, when I'll leave you, mean I will got uncomfort with you.",2023-05-04
Muneeb Uddin,1,AU,5,"Hi MoneyGram,","Hi MoneyGram,Honestly it's user friendly, fast and reliable...Wish you luck MoneyGram.Thanks for asking my feed back..",2023-05-05
JW,2,AU,5,Online transaction.,No issues when sending money overseas to my family when doing online transactions for at least the last 2 years. It’s very quick to received.,2023-04-26
Siamaile,2,AU,5,Great service very fast for the money…,Great service very fast for the money to get to my family.. low fee great rate considering how things nowadays are very expensive,2023-05-11
Laurie,1,AU,5,Easy to do no hassle,No review text,2023-05-09
VIC,3,AU,5,The app was easy to set up and use,The app was easy to set up and use. The exchange rates are great and money is received almost instantly. I recommend this app.,2023-05-11
Michael,2,AU,5,Fast and reliable..,No review text,2023-05-06
Verinia,1,AU,5,Excellent service,Excellent service easy and fast,2023-05-11
Jerome,1,AU,4,My trusted partner for financial…,My trusted partner for financial transactions,2023-04-27
Sneha,1,AU,1,Horrible service,Waited more than 10 days for transfer. When called to ask what the problem was they said more information required. Never contacted me from their side to ask for it.,2023-04-18
Rolyn,1,AU,4,"So far im happy with this ,when sending…","So far im happy with this ,when sending money to Philippines .Highly recommend to my friends.",2023-04-19
Gabriel,1,AU,3,Hi i am gabiel seran da conceicao love…,Hi i am gabiel seran da conceicao love the moneygram intenational which is the faster way yo send money to every countrily and i apriciate you for helping me to send the money. I suggest to moneygram about exchage rate money please uptade the rate because other app get bigger rate then moneygram. Thank and i appriciate🙏🙏🙏,2023-05-11
Thao Vy,1,AU,5,Great!,Great!! Very cheap fees and fast too,2023-04-29
Khan,1,AU,5,The company is trust worthy and helpful.,No review text,2023-05-11
Jerry,1,AU,5,Reliable and fast service,No review text,2023-05-09
Mohammed Raihan Kabir,1,AU,4,Really easy to use & good rate,"Really easy to use , quick deposit & good rate in comparison with other options . (But last two days app is not working, showing their internal error)",2023-05-11
Salesi,2,AU,5,I love Moneygram so much !!,I love Moneygram so much !!! Easy and secure !!! I have used moneygram for over 6 yrs now and not a problem !! Moneygram is the best out of all !! And affordable rates  !!,2023-05-10
Russel,1,AU,5,Extremely happy with the service of…,Extremely happy with the service of money gram,2023-05-11
Jules,2,AU,5,It's simple and easy to use,It's simple and easy to use. Very efficient thankyou I use your service regularly.,2023-05-11
Marilee,1,AU,1,Everytime i use my laptop and open the…,"Everytime i use my laptop and open the moneygram website - it doesnt upload the website for me and its all blank.  This is only for money gram website.  I went to open another website such us remitly, world remit and western union - i can open their website.",2023-01-10
Analyn,1,AU,3,They made me change the password many…,They made me change the password many times. It seems like almost everytime I log in.,2023-05-10
Neville,1,ID,5,So Fast So Cheap and so Easy,Needed to transfer s big amount from Australia to Indonesia. MoneyGram is so easy I did it in bed on a mobile phone. Took minutes to get there. I was happy all day. Rate is the Best too.,2023-05-10
FANGUFANGU FAAUI,5,AU,5,I love the rate and their trusted…,I love the rate and their trusted company,2023-05-11
Julio,1,AU,5,moneygram is the best money transfer app i always use...,"MoneyGram provides money transfers and other financial services worldwide with digital platforms and retail locations.  I can send money internationally to friends and family, pay bills and more at affordable fees and excellent exchange rates.  the process is very fast and easy, I really enjoy using the MoneyGram app and invite my friends to use it.",2022-05-13
Ruth,1,AU,4,I have used moneygram many times and I…,I have used moneygram many times and I I love the easy of it and the people are very helpful,2023-05-11
Reyad Shapnil,1,AU,1,Disgusting,"After January 2023, Moneygram is a bad service. Everytime I have to call to give same security type question which is called bloody verification to release my money. App said money is on the  way but in the real life the money was hold. Even moneygram never send an email to let me know that transfer is  hold. Disgusting",2023-05-09
Khamsene,1,AU,5,Good,Yes very good,2023-05-11
Jared,1,AU,5,Very excellent service very simple and…,Very excellent service very simple and easy to follow,2023-05-09
Stephen,5,AU,4,I've been using MoneyGram now for…,I've been using MoneyGram now for nearly two yrs and you've been great to use. I would like to say though you need to fix your tracking link as it never works,2023-05-08
Jeff Mobbs,3,AU,5,Professional honest,No review text,2023-05-11
Moussa,1,US,5,Good,Fasted and easily,2023-05-11
Omar,1,AU,5,Transparency,"I used to send money to my family on monthly bases using weasternunion. Out of a sudden, a transfer was rejected and my name was put on hold and after a month, i was told that I'm not welcome to use the service anymore without justification for the reasons behind that decision!MoneyGram has made money transfer a transparent process compare to other companies. I could see the top limit amount of money that I'm able to send overseas per year as part of global money laundry protection strategies.",2023-05-11
Md Ali Hasan,1,AU,5,Lot quicker than other platforms,Lot quicker than other platforms. Received money with in 2 days.,2023-05-04
Daljeet,1,AU,5,I  always use this app  to send money …,"I  always use this app  to send money  , the money always  reach there straight away and on time  whenever I want . It's very useful and helpful app .",2023-05-10
Chimmy,1,AU,2,The process was so slow and had a chat…,"The process was so slow and had a chat online to contact the team but they aren’t helpful. We are sending thru moneygram because we trust and I know you are fast, but its frustrating sometimes",2023-04-12
Elly,1,AU,5,Easy to use,Easy to use. Fast and efficient. But I want to know more about promo codes. Have never done one and I'm a regular user.,2023-04-30
Muhammad,1,AU,5,Great smooth app,Great smooth app. Competitive exchange rates. No fee as I transfer straight to bank accounts. Convenience is at its best,2023-05-08
Reupena,1,AU,2,Need good rate,No review text,2023-05-11
Mema,1,AU,5,Very fast and easy to use and always…,Very fast and easy to use and always reliable.  I love MoneyGram.  I love the app.,2023-05-11
Pasquale,2,AU,5,I have the MoneyGram App on my phone…,"I have the MoneyGram App on my phone for a few years now, it is easy to use and the money sent is available to the recipient immediately. The App keeps a record of all your transactions is far more convenient then face to face at a MoneyGram Kiosk or Agent with paper records.",2023-05-11
PM P,2,US,5,It fast and easy,No review text,2023-05-11
Francisco,2,AU,5,Easy Access,Easy to send and safe,2023-05-11
Ulutui,1,AU,4,It was very help and good service,It was great to have and experience with you gu,2023-05-11
Tevita,2,AU,5,It's the best 👌,No review text,2023-05-11
Fonoti,5,AU,5,Easy,"Easy, fast and reliableThank you so much",2023-05-09
Blessing,1,AU,5,Best money moved ever,Easy way and most trusted app to move money around the world ❤,2023-05-11
